"Name" -> "Pedestrian_Crashes_from_2005_to_2014"
"ResourceType" -> "DataResource"
"Title" -> "Pedestrian Crashes Champaign-Urbana"
"Description" -> "Features of records of pedestrian crashes in Champaign-Urbana IL from 2005 to 2014"
"Publisher" -> "The Champaign Urbana Urbanized Area Transportation Study (CUUATS) Open Data"
"Source" -> "http://data.cuuats.org/datasets/cb128e58eb85408f9730d509b637b4c7_0?uiTab=table"
"Date" -> "2005-2014"
"Keywords" -> "Text, Pedestrian, Crash, Geographical, Champaign, Urbana"
"Categories" -> "Crime and Public Safety"
"ContentLocation" -> "Champaign-Urbana, Illinois"
X,Y,OBJECTID,Injury,Fatality,Year,CollisionType,Weather,Light,RoadSurface,TrafficControl,City,CrashSeverity
-88.276774487922751,40.112857494309111,203,1,0,2014,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Champaign,B-Injury
-88.230583699675606,40.109144356480378,204,1,0,2014,Pedestrian,Clear,Daylight,Unknown,No Controls,Champaign,B-Injury
-88.274723085622696,40.141623783334978,205,1,0,2014,Pedestrian,Clear,Daylight,Dry,No Controls,Unincorporated,A-Injury
-88.2384452692595,40.08332848391094,206,1,0,2014,Pedestrian,Rain,"Darkness, lighted road",Wet,Traffic Signal,Unincorporated,A-Injury
-88.223865756304534,40.105967511192503,207,1,0,2014,Pedestrian,Rain,Daylight,Wet,Stop Sign/Flasher,Urbana,C-Injury
-88.238524886036444,40.098047517271631,208,1,0,2014,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Champaign,A-Injury
-88.238656509866289,40.104107507234872,209,1,0,2014,Pedestrian,Clear,Darkness,Dry,Stop Sign/Flasher,Champaign,C-Injury
-88.255509457800571,40.142637041183605,210,1,0,2014,Pedestrian,Rain,"Darkness, lighted road",Wet,Lane Use Marking,Champaign,B-Injury
-88.209025753534107,40.116517513545602,211,1,0,2014,Pedestrian,Clear,"Darkness, lighted road",Snow or Slush,Traffic Signal,Urbana,B-Injury
-88.202613440615352,40.105664458438042,212,1,0,2014,Pedestrian,Snow,"Darkness, lighted road",Snow or Slush,No Controls,Urbana,B-Injury
-88.219225755751523,40.104647511439161,213,1,0,2014,Pedestrian,Clear,Daylight,Dry,Other,Urbana,A-Injury
-88.167307459180293,40.111269189991177,214,1,0,2014,Pedestrian,Clear,Darkness,Wet,No Controls,Urbana,A-Injury
-88.207115770461684,40.088367683571484,215,1,0,2014,Pedestrian,Clear,Daylight,Dry,No Controls,Urbana,C-Injury
-88.215683689736693,40.116461520747848,216,1,0,2014,Pedestrian,Rain,Daylight,Wet,Traffic Signal,Urbana,C-Injury
-88.200418272569962,40.125437722120957,217,1,0,2014,Pedestrian,Clear,Daylight,Dry,No Controls,Urbana,A-Injury
-88.219305770428093,40.109098620532762,218,1,0,2014,Pedestrian,Rain,"Darkness, lighted road",Wet,Traffic Signal,Urbana,B-Injury
-88.200148707541999,40.122074371276518,219,1,0,2014,Pedestrian,Clear,Daylight,Dry,No Controls,Urbana,B-Injury
-88.20940575001822,40.083737508103212,220,1,0,2014,Pedestrian,Clear,Dawn,Dry,Stop Sign/Flasher,Urbana,B-Injury
-88.212824414446487,40.116497332064547,221,1,0,2014,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Urbana,A-Injury
-88.215685625262097,40.116461465066649,222,1,0,2014,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Urbana,A-Injury
-88.140500321535157,40.305593118261257,223,1,0,2014,Pedestrian,Clear,Daylight,Dry,No Controls,Rantoul,B-Injury
-88.142530466440888,40.311142595498502,224,1,0,2014,Pedestrian,Clear,Daylight,Dry,No Controls,Rantoul,B-Injury
-88.139503829216139,40.379052952787688,225,2,0,2014,Pedestrian,Clear,Daylight,Ice,Lane Use Marking,Unincorporated,A-Injury
-87.983925645346375,40.119975093931792,226,1,0,2014,Pedestrian,Rain,Daylight,Unknown,Lane Use Marking,Unincorporated,B-Injury
-88.033644770763416,40.239580582174632,227,1,0,2014,Pedestrian,Fog/Smoke/Haze,Darkness,Ice,Other Warning Sign,Unincorporated,A-Injury
-88.287950006063042,40.127546735566,228,1,0,2005,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,B-Injury
-88.243524059963036,40.112750048911089,229,1,0,2005,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,C-Injury
-88.246934423215876,40.134758575508371,230,0,1,2005,Pedestrian,Clear,Daylight,Dry,Lane Use Marking,Champaign,Fatal
-88.246981216362443,40.134758646369761,231,1,0,2005,Pedestrian,Clear,Daylight,Dry,Lane Use Marking,Champaign,A-Injury
-88.136445436579749,40.342212385868535,232,1,0,2005,Pedestrian,Clear,Darkness,Dry,No Controls,Unincorporated,B-Injury
-88.238811893466433,40.124149843512967,233,1,0,2005,Pedestrian,Clear,"Darkness, lighted road",Dry,No Controls,Champaign,A-Injury
-88.268913762549019,40.130304428875519,234,1,0,2005,Pedestrian,Rain,Darkness,Wet,No Controls,Champaign,B-Injury
-88.209604639529516,40.141587991532511,235,1,0,2005,Pedestrian,Snow,"Darkness, lighted road",Ice,No Controls,Unincorporated,B-Injury
-88.281281432572669,40.106128659643481,236,1,0,2005,Pedestrian,Clear,Daylight,Dry,School Zone,Champaign,B-Injury
-88.238711616084473,40.11092091476096,237,1,0,2005,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,A-Injury
-88.204916404848362,40.107649403371099,238,1,0,2005,Pedestrian,Clear,Daylight,Dry,No Controls,Urbana,C-Injury
-88.23213155567143,40.124176387866747,239,1,0,2005,Pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,B-Injury
-88.230336822329122,40.106877396132958,240,0,1,2005,Pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,Fatal
-88.228820560642916,40.105521648933959,241,1,0,2005,Pedestrian,Clear,"Darkness, lighted road",Dry,Other Regualtory Sig,Champaign,C-Injury
-88.228816097439889,40.106925967205164,242,1,0,2005,Pedestrian,Snow,Daylight,Dry,No Controls,Urbana,B-Injury
-88.188702864765673,40.105274986824305,243,1,0,2005,Pedestrian,Clear,Darkness,Dry,No Controls,Urbana,B-Injury
-88.243484848197681,40.110199054005413,244,1,0,2005,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Champaign,B-Injury
-88.243487344862245,40.11020033132074,245,1,0,2005,Pedestrian,Clear,"Darkness, lighted road",Dry,Traffic Signal,Champaign,B-Injury
-88.257524607485109,40.089714946297903,246,1,0,2005,Pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,B-Injury
-88.219371347278496,40.112831193020369,247,1,0,2005,Pedestrian,Clear,"Darkness, lighted road",Wet,Traffic Signal,Urbana,B-Injury
-88.257852150572106,40.118265664864992,248,1,0,2005,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Champaign,B-Injury
-88.223967125214756,40.112782487780578,249,1,0,2005,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Urbana,A-Injury
-88.204976466346452,40.112525409729713,250,1,0,2005,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Urbana,B-Injury
-88.207623873851659,40.11248827511934,251,1,0,2005,Pedestrian,Rain,Daylight,Wet,No Controls,Urbana,A-Injury
-88.220680681381367,40.112815134154864,252,1,0,2005,Pedestrian,Clear,"Darkness, lighted road",Unknown,No Controls,Urbana,B-Injury
-88.194584403918569,40.114002107674921,253,1,0,2005,Pedestrian,Clear,Daylight,Dry,No Controls,Urbana,B-Injury
-88.257852347213841,40.118265033618428,254,1,0,2005,Pedestrian,Clear,Darkness,Wet,Traffic Signal,Champaign,C-Injury
-88.196189820735583,40.116290630753035,255,1,0,2005,Pedestrian,Clear,Daylight,Dry,No Controls,Urbana,B-Injury
-88.167865894668921,40.113338475494601,256,1,0,2005,Pedestrian,Clear,Daylight,Dry,No Controls,Urbana,A-Injury
-88.215699771937309,40.116469899230047,257,1,0,2005,Pedestrian,Clear,"Darkness, lighted road",Wet,Traffic Signal,Urbana,B-Injury
-88.209026318242209,40.11653275718507,258,1,0,2005,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Urbana,A-Injury
-88.243548970177699,40.122134752194867,259,1,0,2005,Pedestrian,Clear,"Darkness, lighted road",Dry,Stop Sign/Flasher,Champaign,B-Injury
-88.25180956947996,40.125547490020487,260,1,0,2005,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,A-Injury
-88.262703644660448,40.127246986623668,261,1,0,2005,Pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,C-Injury
-88.268454684522183,40.127324834300651,262,1,0,2005,Pedestrian,Clear,Daylight,Dry,Other Warning Sign,Champaign,C-Injury
-88.276962873149245,40.127430977381231,263,1,0,2005,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Champaign,B-Injury
-88.286051488904192,40.112943744064005,264,1,0,2005,Pedestrian,Clear,Dusk,Dry,Traffic Signal,Champaign,B-Injury
-88.272413832735381,40.112816410973629,265,1,0,2005,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,B-Injury
-88.278439097138687,40.111059197453443,266,1,0,2005,Pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,B-Injury
-88.230247325679173,40.110311893763011,267,1,0,2005,Pedestrian,Clear,"Darkness, lighted road",Dry,No Controls,Champaign,B-Injury
-88.240305653463963,40.110225883938675,268,1,0,2005,Pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,B-Injury
-88.233590715557,40.110278234063628,269,1,0,2005,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Champaign,B-Injury
-88.273438256771712,40.105093616745656,270,0,1,2005,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,Fatal
-88.229212472092684,40.104195194403758,271,1,0,2005,Pedestrian,Rain,"Darkness, lighted road",Wet,No Controls,Champaign,B-Injury
-88.230285623850605,40.104194775236898,272,1,0,2005,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Champaign,B-Injury
-88.238298557540006,40.104112748521949,273,1,0,2005,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,B-Injury
-88.243845803232546,40.102705519175316,274,1,0,2005,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Champaign,B-Injury
-88.22010863067058,40.099394070517278,275,1,0,2005,Pedestrian,Clear,Daylight,Dry,No Controls,Urbana,B-Injury
-88.222108635709787,40.098156995898698,276,1,0,2005,Pedestrian,Clear,Daylight,Dry,Other,Urbana,A-Injury
-88.253435145302845,40.094086033406178,277,1,0,2005,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,A-Injury
-88.19850892097287,40.083773955238826,278,1,0,2005,Pedestrian,Clear,"Darkness, lighted road",Dry,No Controls,Urbana,B-Injury
-88.233335463916902,40.09810827237326,279,1,0,2007,Pedestrian,Clear,Dusk,Wet,Unknown,Champaign,B-Injury
-88.232053509853571,40.105440844666326,280,1,0,2007,Pedestrian,Rain,Daylight,Wet,Unknown,Champaign,C-Injury
-88.232065862187625,40.107987382795841,281,1,0,2007,Pedestrian,Fog/Smoke/Haze,Darkness,Ice,Unknown,Champaign,A-Injury
-88.211962078428087,40.098276489022027,282,0,1,2007,Pedestrian,Clear,"Darkness, lighted road",Dry,Unknown,Urbana,Fatal
-88.201934836895816,40.122030730191447,283,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Urbana,A-Injury
-88.205000954686398,40.116286779064538,284,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Urbana,A-Injury
-88.253206051309377,40.127207970838306,285,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Champaign,B-Injury
-88.268906947554456,40.127319716529179,286,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Champaign,A-Injury
-88.219514338006363,40.12009823457695,287,1,0,2007,Pedestrian,Clear,Dusk,Dry,Unknown,Urbana,A-Injury
-88.219405811170276,40.112850997478532,288,0,0,2007,Pedestrian,Rain,"Darkness, lighted road",Wet,Unknown,Urbana,Property Damage
-88.225625476845408,40.112810195017232,289,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Urbana,B-Injury
-88.262564774943925,40.11635808383145,290,1,0,2007,Pedestrian,Clear,Darkness,Dry,Unknown,Champaign,A-Injury
-88.243501739940029,40.111637466449388,291,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Champaign,B-Injury
-88.25793223717011,40.118288048754366,292,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Champaign,B-Injury
-88.257895812670228,40.116316237353672,293,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Champaign,C-Injury
-88.208924766736686,40.112499060607256,294,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Urbana,A-Injury
-88.245239015444525,40.118318400947622,295,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Champaign,A-Injury
-88.267344308122787,40.116378047415594,296,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Champaign,C-Injury
-88.246866279993981,40.118316613936393,297,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Champaign,C-Injury
-88.246893941516007,40.125487040373663,298,0,1,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Champaign,Fatal
-88.219503411559003,40.120646175806527,299,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Urbana,A-Injury
-88.21925659478876,40.105986596723575,300,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Urbana,A-Injury
-88.245357131597359,40.13143174600394,301,1,0,2007,Pedestrian,Clear,Darkness,Dry,Unknown,Champaign,B-Injury
-88.243617008662454,40.129647037211022,302,1,0,2007,Pedestrian,Clear,"Darkness, lighted road",Wet,Unknown,Champaign,B-Injury
-88.229108542277743,40.107998937128976,303,1,0,2007,Pedestrian,Clear,Daylight,Wet,Unknown,Champaign,C-Injury
-88.238724002322442,40.110788133989963,304,1,0,2007,Pedestrian,Rain,"Darkness, lighted road",Wet,Unknown,Champaign,C-Injury
-88.271746945768641,40.128739436666322,305,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Champaign,C-Injury
-88.191482616278535,40.101677493057622,306,1,0,2007,Pedestrian,Clear,Daylight,Other,Unknown,Urbana,B-Injury
-88.287922722114132,40.091488254836818,307,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Champaign,B-Injury
-88.267038821287741,40.127466369651401,308,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Champaign,B-Injury
-88.228396620178103,40.110384777501459,309,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Urbana,B-Injury
-88.240404116169316,40.110208244111071,310,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Champaign,C-Injury
-88.25009428303278,40.118112557501846,311,1,0,2007,Pedestrian,Rain,Daylight,Wet,Unknown,Champaign,A-Injury
-88.221716126266841,40.109087528598018,312,1,0,2007,Pedestrian,Clear,Daylight,Unknown,Unknown,Urbana,A-Injury
-88.208860827145699,40.108953292655642,313,1,0,2007,Pedestrian,Clear,Daylight,Wet,Unknown,Urbana,C-Injury
-88.246679433861445,40.116348479081331,314,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Champaign,C-Injury
-88.236950400725505,40.110267676346588,315,1,0,2007,Pedestrian,Rain,"Darkness, lighted road",Wet,Unknown,Champaign,B-Injury
-88.235111468134861,40.119327726654539,316,2,0,2007,Pedestrian,Clear,"Darkness, lighted road",Dry,Unknown,Champaign,C-Injury
-88.26818580656267,40.127316874917291,317,0,1,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Champaign,Fatal
-88.230416022227118,40.109420171736367,318,2,0,2007,Pedestrian,Clear,"Darkness, lighted road",Dry,Unknown,Champaign,B-Injury
-88.266462011079298,40.098414367354323,319,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Champaign,B-Injury
-88.265516676624316,40.127335992210227,320,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Champaign,B-Injury
,,321,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Urbana,A-Injury
,,322,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Urbana,A-Injury
,,323,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Urbana,B-Injury
,,324,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Champaign,B-Injury
,,325,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Champaign,B-Injury
-88.152376980530775,40.308226385173391,326,1,0,2008,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Rantoul,C-Injury
-88.153712454807334,40.306979704650757,327,1,0,2008,Pedestrian,Clear,Daylight,Dry,No Controls,Rantoul,C-Injury
-88.281762527809434,40.112888253486595,328,1,0,2008,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,B-Injury
-88.230325774012471,40.116371499476003,329,1,0,2008,Pedestrian,Clear,Daylight,Wet,No Controls,Champaign,B-Injury
-88.214462610556623,40.118348537428922,330,1,0,2008,Pedestrian,Rain,"Darkness, lighted road",Wet,Stop Sign/Flasher,Urbana,A-Injury
-88.228937290593592,40.116406741507838,331,1,0,2008,Pedestrian,Rain,"Darkness, lighted road",Wet,Traffic Signal,Champaign,B-Injury
-88.257909220308235,40.118276953415908,332,1,0,2008,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Champaign,A-Injury
-88.239676663810272,40.124937879563127,333,1,0,2008,Pedestrian,Clear,Daylight,Snow or Slush,No Controls,Champaign,B-Injury
-88.235050567785862,40.110280416999167,334,1,0,2008,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,A-Injury
-88.230455033837515,40.1126880441685,335,1,0,2008,Pedestrian,Clear,"Darkness, lighted road",Dry,Traffic Signal,Champaign,B-Injury
-88.235363898643598,40.119334268202245,336,1,0,2008,Pedestrian,Clear,Dusk,Dry,Unknown,Champaign,C-Injury
-88.239114758651738,40.149397521495409,337,1,0,2008,Pedestrian,Clear,"Darkness, lighted road",Dry,Traffic Signal,Champaign,C-Injury
-88.241445756864579,40.09805688876439,338,1,0,2008,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Champaign,B-Injury
-88.15234671867664,40.306998298869189,339,0,0,2008,Pedestrian,Clear,Daylight,Dry,No Controls,Rantoul,Property Damage
-88.162395467226062,40.09585501220463,340,0,1,2008,Pedestrian,Clear,Darkness,Dry,No Controls,Unincorporated,Fatal
-88.205007017525347,40.11245591270621,341,1,0,2008,Pedestrian,Rain,"Darkness, lighted road",Wet,Traffic Signal,Urbana,B-Injury
-88.202650631402108,40.105663248633078,342,1,0,2008,Pedestrian,Clear,Daylight,Dry,No Controls,Urbana,B-Injury
-88.228432386105695,40.11038108313722,343,1,0,2008,Pedestrian,Clear,Daylight,Ice,No Controls,Urbana,A-Injury
-88.223864352500684,40.105967456610578,344,1,0,2008,Pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,B-Injury
-88.238926518225696,40.135266477316165,345,1,0,2008,Pedestrian,Rain,Daylight,Wet,Stop Sign/Flasher,Champaign,B-Injury
-88.257963989114657,40.126286268782657,346,1,0,2008,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,C-Injury
-88.246874540029168,40.120218843817625,347,1,0,2008,Pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,A-Injury
-88.281276276816683,40.105600444770019,348,1,0,2008,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,B-Injury
-88.223994697468726,40.112818634239119,349,1,0,2008,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Urbana,A-Injury
-88.136497484703341,40.310430552595086,350,2,0,2008,Pedestrian,Clear,"Darkness, lighted road",Dry,No Controls,Rantoul,B-Injury
-88.218251443628773,40.110611418050574,351,1,0,2008,Pedestrian,Clear,Darkness,Dry,No Controls,Urbana,A-Injury
-88.276998324903531,40.130752935939526,352,1,0,2008,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,B-Injury
-88.28579483056285,40.098387756548277,353,1,0,2008,Pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,B-Injury
-88.365043508630578,40.207377746756613,354,3,0,2008,Pedestrian,Clear,Darkness,Dry,No Controls,Unincorporated,B-Injury
-88.257994815221707,40.14652647269611,355,1,0,2008,Pedestrian,Clear,"Darkness, lighted road",Dry,Traffic Signal,Champaign,B-Injury
-88.245224306647529,40.117367167732439,356,1,0,2008,Pedestrian,Rain,Daylight,Wet,Traffic Signal,Champaign,B-Injury
-88.376318054572096,40.196801505005503,357,1,0,2008,Pedestrian,Clear,Darkness,Dry,Lane Use Marking,Mahomet,B-Injury
-88.262535164240077,39.986407440295622,358,1,0,2008,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Tolono,C-Injury
-88.28601568401541,40.109316257010271,359,1,0,2008,Pedestrian,Rain,Daylight,Wet,Stop Sign/Flasher,Champaign,C-Injury
-88.232056223510298,40.11030750304699,360,1,0,2008,Pedestrian,Clear,"Darkness, lighted road",Dry,No Controls,Champaign,A-Injury
-88.219136349415933,40.100656560987829,361,1,0,2008,Pedestrian,Rain,"Darkness, lighted road",Wet,Traffic Signal,Urbana,B-Injury
-88.215625042828179,40.116457663303422,362,1,0,2008,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Urbana,A-Injury
-88.207416319469033,40.112467906324298,363,0,0,2008,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Urbana,Property Damage
-88.23357611714718,40.110288379774353,364,1,0,2008,Pedestrian,Snow,Daylight,Snow or Slush,Traffic Signal,Champaign,C-Injury
-88.295164544170859,40.088687739346298,365,1,0,2008,Pedestrian,Clear,Daylight,Wet,No Controls,Champaign,A-Injury
-88.24353446424783,40.121127120808183,366,1,0,2008,Pedestrian,Clear,Dusk,Dry,Traffic Signal,Champaign,B-Injury
-88.24961460372252,40.098105616711031,367,1,0,2008,Pedestrian,Clear,Dusk,Dry,No Controls,Champaign,B-Injury
-88.277197230562436,40.137513535743835,368,1,0,2008,Pedestrian,Snow,Dusk,Snow or Slush,No Controls,Champaign,B-Injury
-88.208874874456882,40.109227958862725,369,1,0,2008,Pedestrian,Rain,"Darkness, lighted road",Wet,Stop Sign/Flasher,Urbana,B-Injury
-88.214435758789264,40.116467769354848,370,0,1,2009,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Urbana,Fatal
-88.19376700611447,40.134553272705851,371,1,0,2009,Pedestrian,Clear,Darkness,Dry,Lane Use Marking,Urbana,C-Injury
-88.296142986439691,40.109362042026625,372,1,0,2009,Pedestrian,Clear,Darkness,Dry,No Controls,Champaign,A-Injury
-88.25763531055226,40.098157491136341,373,1,0,2009,Pedestrian,Clear,Daylight,Wet,Traffic Signal,Champaign,B-Injury
-88.233496220297212,40.104147212295636,374,1,0,2009,Pedestrian,Clear,"Darkness, lighted road",Dry,Traffic Signal,Champaign,B-Injury
-88.297353986195759,40.090767906812182,375,1,0,2009,Pedestrian,Snow,Daylight,Snow or Slush,No Controls,Unincorporated,B-Injury
-88.282835214429582,40.112898865474975,376,2,0,2009,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Champaign,C-Injury
-88.281284174993601,40.106149698601691,377,2,0,2009,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,C-Injury
-88.254119501452678,40.112657334193102,378,1,0,2009,Pedestrian,Clear,Darkness,Dry,No Controls,Champaign,A-Injury
-88.24515800294229,40.112872201727875,379,1,0,2009,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,B-Injury
-88.243514834669071,40.116367077871089,380,1,0,2009,Pedestrian,Unknown,Daylight,Wet,Traffic Signal,Champaign,C-Injury
-88.26892523433888,40.129907462496114,381,1,0,2009,Pedestrian,Clear,"Darkness, lighted road",Dry,No Controls,Champaign,B-Injury
-88.245047217419483,40.112596985397424,382,1,0,2009,Pedestrian,Clear,"Darkness, lighted road",Dry,Traffic Signal,Champaign,B-Injury
-88.365325949880742,40.198063436348271,383,0,1,2009,Pedestrian,Clear,Darkness,Dry,No Controls,Unincorporated,Fatal
-88.226495661589084,40.11276481064904,384,1,0,2009,Pedestrian,Clear,"Darkness, lighted road",Dry,School Zone,Urbana,B-Injury
-88.205007024206438,40.112457303935074,385,1,0,2009,Pedestrian,Clear,Daylight,Unknown,Traffic Signal,Urbana,C-Injury
-88.20497444619501,40.116327098653656,386,1,0,2009,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Urbana,B-Injury
-88.23540532831251,40.111277267350133,387,1,0,2009,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,C-Injury
-88.245394069700609,40.122156946119418,388,1,0,2009,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,B-Injury
-88.203711779839153,40.105647315625838,389,1,0,2009,Pedestrian,Clear,Daylight,Wet,No Controls,Urbana,C-Injury
-88.258925444252469,39.986079453030776,390,1,0,2009,Pedestrian,Other,Daylight,Dry,No Controls,Tolono,B-Injury
-88.246854721831198,40.116348393779575,391,1,0,2009,Pedestrian,Clear,Daylight,Dry,Police/Flagman,Champaign,C-Injury
-88.349654430933697,40.315723129122794,392,1,0,2009,Pedestrian,Clear,Daylight,Dry,No Controls,Fisher,A-Injury
-88.252168648130933,40.142403647012955,393,1,0,2009,Pedestrian,Clear,Daylight,Unknown,No Controls,Champaign,B-Injury
-88.276605404874402,40.104574833088058,394,1,0,2009,Pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,A-Injury
-88.206314628010389,40.112487686177197,395,1,0,2009,Pedestrian,Clear,Daylight,Dry,No Controls,Unincorporated,B-Injury
-88.207684456708904,40.124796743655104,396,1,0,2009,Pedestrian,Clear,"Darkness, lighted road",Dry,No Controls,Urbana,C-Injury
-88.219325217298064,40.110577063642154,397,1,0,2009,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Urbana,B-Injury
-88.219325212314274,40.110576622497973,398,1,0,2009,Pedestrian,Clear,"Darkness, lighted road",Dry,Traffic Signal,Urbana,B-Injury
-88.238821189611514,40.125617482563406,399,1,0,2009,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,B-Injury
-88.219486959784973,40.12370339798322,400,1,0,2009,Pedestrian,Unknown,Daylight,Dry,Unknown,Urbana,B-Injury
-88.223881822900566,40.135064956149201,401,0,1,2009,Pedestrian,Clear,"Darkness, lighted road",Dry,Lane Use Marking,Urbana,Fatal
-88.276994788550297,40.127417776336884,402,1,0,2009,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Champaign,B-Injury
-88.223864359038132,40.105967838736468,403,1,0,2009,Pedestrian,Rain,Daylight,Wet,Stop Sign/Flasher,Urbana,C-Injury
-88.204604469471022,40.112487704569226,404,1,0,2009,Pedestrian,Rain,Daylight,Wet,No Controls,Urbana,A-Injury
-88.238696998547084,40.107954388830706,405,1,0,2009,Pedestrian,Clear,Daylight,Dry,Other Warning Sign,Champaign,A-Injury
-88.237027896183804,40.112646787747245,406,1,0,2009,Pedestrian,Clear,Darkness,Dry,No Controls,Champaign,C-Injury
-88.233568441701891,40.116362959541327,407,1,0,2009,Pedestrian,Rain,Darkness,Wet,Traffic Signal,Champaign,A-Injury
-88.223748017500156,40.095933913096715,408,1,0,2009,Pedestrian,Clear,Daylight,Dry,No Controls,Urbana,B-Injury
-88.225615395351227,40.11277719409059,409,1,0,2009,Pedestrian,Clear,"Darkness, lighted road",Dry,Other,Urbana,B-Injury
-88.228767000774909,40.117367361872347,410,2,0,2009,Pedestrian,Clear,"Darkness, lighted road",Dry,No Controls,Urbana,A-Injury
-88.021395555432065,40.309528921613797,411,1,0,2009,Pedestrian,Clear,Daylight,Dry,No Controls,Gifford,C-Injury
-88.198997119073624,40.11633616202402,412,1,0,2009,Pedestrian,Clear,Darkness,Dry,No Controls,Urbana,B-Injury
